sku	name	original_codes	description	applications	image_url
RV0233.5034	CINTO RETRÁTIL 2 PONTOS - LARANJA 1.225mm		CINTO RETRÁTIL 2 PONTOS - LARANJA 1.225mm. Aplicado em diversas máquinas e modelos. Ideal para aumentar a segurança e visibilidade em operações com empilhadeiras e veículos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738691/rv02335034_fpvodh.png"""
RV0409.5586	INDICADOR DE DESCARGA DE BATERIA / HORIMETRO 12V / 24V / 48V / 72V		INDICADOR DE DESCARGA DE BATERIA / HORIMETRO 12V / 24V / 48V / 72V. Aplicado em diversas máquinas e modelos. Ideal para aumentar a segurança e visibilidade em operações com empilhadeiras e veículos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739435/rv04095586_mxf2pi.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739440/rv04095586n2_otk351.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739436/rv04095586n1_tnmghp.jpg"""
RV0416.3000	KIT CONTATO BUZINA COLUNA DIREO HYSTER FT / YALE VX	1562496 / 580049812	KIT CONTATO BUZINA COLUNA DIREO HYSTER FT / YALE VX. Aplicado em Hyster H40/50/60FT / Yale GLP040/050/060VX. Ideal para aumentar a segurana e visibilidade em operaes com empilhadeiras e veculos industriais.	Hyster H40/50/60FT / Yale GLP040/050/060VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739436/rv04095586n1_tnmghp.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739550/rv04163000n1_pfi0qe.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739548/rv04163000n2_wovobs.jpg"""
RV0403.0002	BOMBA D'ÁGUA NISSAN H20-PRETO	NI 21010-50K28 / 21010-50K26	BOMBA D'ÁGUA NISSAN H20-PRETO. Aplicado em MOTOR NISSAN H20 PRETO. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	MOTOR NISSAN H20 PRETO	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738906/rv04030002_qxmzh0.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738906/rv04030002n1_daywdy.png"""
RV0403.0004	BOMBA D'ÁGUA TOYOTA 4Y	TY 16110-78156-71 / 16110-78158-71	BOMBA D'ÁGUA TOYOTA 4Y. Aplicado em MOTOR TOYOTA 4Y (SÉRIE 7/8FG). Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	MOTOR TOYOTA 4Y (SÉRIE 7/8FG)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738906/rv04030004_uh5fsa.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738907/rv04030004n1_izwbu2.png"""
RV0403.0009	BOMBA D'ÁGUA NISSAN K21/K25	NI 21010-FU425 / 91H2002580	BOMBA D'ÁGUA NISSAN K21/K25. Aplicado em MOTOR NISSAN K21/K25. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	MOTOR NISSAN K21/K25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738907/rv04030009_e5iqq6.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738912/rv04030009n2_anxczh.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738912/rv04030009n3_ozw4go.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738913/rv04030009n1_pix1jv.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738913/rv04030009n4_meabww.jpg"""
RV0403.0010	BOMBA D'ÁGUA HYSTER MAZDA 2.0L-FE	HY 1361811 / YA 901302802 / YA 505960579	BOMBA D'ÁGUA HYSTER MAZDA 2.0L-FE. Aplicado em MOTOR MAZDA 2.0L. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	MOTOR MAZDA 2.0L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738913/rv04030010_qh6g46.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738921/rv04030010n1_dplacs.png"""
RV0403.0011	BOMBA D'ÁGUA HYSTER MAZDA 2.2L-F2	HY 2028644 / HY 865434 / YA 901579801 / YA 150118724	BOMBA D'ÁGUA HYSTER MAZDA 2.2L-F2. Aplicado em MOTOR MAZDA 2.2L. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	MOTOR MAZDA 2.2L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738913/rv04030011_zqimg9.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738920/rv04030011n1_jhyjjs.png"""
RV0403.0012	BOMBA D'ÁGUA MITSUBISHI 4G63/4G64	MT MD972457 / CL 920230 / 1232510 / 2318691	BOMBA D'ÁGUA MITSUBISHI 4G63/4G64. Aplicado em MOTOR MITSUBISHI 4G63/4G64. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	MOTOR MITSUBISHI 4G63/4G64	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738920/rv04030012_kpb9tg.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738921/rv04030012n1_sbn5yp.png"""
RV0403.0014	BOMBA D'ÁGUA GM 2,4L VORTEC	HY 1584456 / YA 580057137	BOMBA D'ÁGUA GM 2,4L VORTEC. Aplicado em MOTOR GM 2,4L - H70FT / YALE 70VX. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	MOTOR GM 2,4L - H70FT / YALE 70VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738921/rv04030014_fc3jin.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739301/rv04030014n1_wncwbn.jpg"""
RV0403.0016	BOMBA D'ÁGUA HANGCHA XINCHAI 490B	490B-42004 / 490B42004 / 490B-42000 / 490B42000 / 495B42000 / 495B-42000 / 495B-42008 / 495B42008 / 495B42001 / 495B-42001	BOMBA D'ÁGUA HANGCHA XINCHAI 490B. Aplicado em HANGCHA CPQD25 / RW27. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	HANGCHA CPQD25 / RW27	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739301/rv04030014n1_wncwbn.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738926/rv04030016n1_mszrsy.jpg"""
RV0403.0017	BOMBA D'ÁGUA PSI 2.4l (16V)	4112416 / 1246569 / 582041718 / MD972934	BOMBA D'ÁGUA PSI 2.4l (16V). Aplicado em HYSTER H50XT - YALE GLP050VX. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	HYSTER H50XT - YALE GLP050VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738930/rv04030017n2_nrzzmn.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739027/rv04030017_prsdmn.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738927/rv04030017n1_svv7o0.png"""
RV0403.0019	BOMBA D'ÁGUA YANMAR 3.3L	1599804 / 580062954 / YANMAR 129919-42010	BOMBA D'ÁGUA YANMAR 3.3L. Aplicado em HYSTER / YALE DIESEL. Essencial para o sistema de arrefecimento, garantindo o funcionamento eficiente do motor em operações industriais.	HYSTER / YALE DIESEL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739027/rv04030019_tdusa2.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738932/rv04030019n2_flo3qj.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738931/rv04030019n1_yvvzxn.jpg"""
RV0408.0055	ROLAMENTO DIRECIONAL STILL-EGV / EGU / ER-20-E	ST 4492619 / LI 4497686 / 0735340294	ROLAMENTO DIRECIONAL STILL-EGV / EGU / ER-20-E. Aplicado em EGV / LINDE L16 / L18. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	EGV / LINDE L16 / L18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739076/rv04080055_xkdiil.png"""
RV0408.0076	ROLAMENTO DIRECIONAL STILL EGV14/16 *NOVA* 2015 DIANTE	4499600	ROLAMENTO DIRECIONAL STILL EGV14/16 *NOVA* 2015 DIANTE. Aplicado em EGV 14/16 MODELO NOVO. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	EGV 14/16 MODELO NOVO	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739076/rv04080076_qergll.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739077/rv04080076n1_yidvhm.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739113/rv04080076n3_w4fgv9.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739180/rv04080076n2_acubtq.jpg"""
RV0408.0111	ROLAMENTO DIRECIONAL JUNGHEINRICH ETV320	50452065	ROLAMENTO DIRECIONAL JUNGHEINRICH ETV320. Aplicado em ETV JUNG - ETV 320. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	ETV JUNG - ETV 320	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739173/rv04080111_qlneel.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739223/rv04080111n1_nqyigi.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739271/rv04080111n2_jcooqg.png"""
RV0408.1240	ROLAMENTO DIRECIONAL STILL EGU 20C	ST 45582500401	ROLAMENTO DIRECIONAL STILL EGU 20C. Aplicado em STILL EGU-20C. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	STILL EGU-20C	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739303/rv04081240_eqpzqn.png"""
RV0408.0229	ROLAMENTO DIRECIONAL AMEISE-ETV2000	*	ROLAMENTO DIRECIONAL AMEISE-ETV2000. Aplicado em ETV 2000. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	ETV 2000	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739277/rv04080229_pmjouy.png"""
RV0408.0230	ROLAMENTO DIRECIONAL TOYOTA LP200	180189	ROLAMENTO DIRECIONAL TOYOTA LP200. Aplicado em TOYOTA LP200. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	TOYOTA LP200	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739271/rv04080230_eeownl.jpg"""
RV0408.0231	ROLAMENTO DIRECIONAL HYSTER-MATRIZ / YALE / PALETRANS PR20	PT 0430433 / HY 1507378 / YA 580029626 / HY 4056235	ROLAMENTO DIRECIONAL HYSTER-MATRIZ / YALE / PALETRANS PR20. Aplicado em HY MATRIX / YA MR16, MR20H / PALETRANS PR20 / MATRIX HD2.0. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	HY MATRIX / YA MR16, MR20H / PALETRANS PR20 / MATRIX HD2.0	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739271/rv04080231_ljvsuu.png"""
RV0408.0232	ROLAMENTO DIRECIONAL BT RRE 180/200	244156 / 7534524	ROLAMENTO DIRECIONAL BT RRE 180/200. Aplicado em BT RRE 180/200. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	BT RRE 180/200	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739272/rv04080232_vxiay4.jpg"""
RV0408.0033	ROLAMENTO DIRECIONAL STILL-ERX-27 / KMSX C/ PLATAFORMA	ST 2316162	ROLAMENTO DIRECIONAL STILL-ERX-27 / KMSX C/ PLATAFORMA. Aplicado em ERX / KMSX. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	ERX / KMSX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739071/rv04080033_wtbhc2.webp"""
RV0408.0034	ROLAMENTO DIRECIONAL STILL-ER/KMS C/ PLATAFORMA	ST 4497617	ROLAMENTO DIRECIONAL STILL-ER/KMS C/ PLATAFORMA. Aplicado em ER. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	ER	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739076/rv04080034_xzguxv.jpg"""
RV0408.0235	ROLAMENTO DIRECIONAL TRANSPALETEIRA JUNGHERINCH ECE / EJB / EJC	ST 50006592	ROLAMENTO DIRECIONAL TRANSPALETEIRA JUNGHERINCH ECE / EJB / EJC. Aplicado em KMS / EJE. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	KMS / EJE	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739276/rv04080235_c9smhd.png"""
RV0408.0236	ROLAMENTO DIRECIONAL SKAM	*	ROLAMENTO DIRECIONAL SKAM. Aplicado em EPR-2000. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	EPR-2000	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739277/rv04080236_xulyfc.jpg"""
RV0408.0237	ROLAMENTO DIRECIONAL STILL	KORDEL 0105791	ROLAMENTO DIRECIONAL STILL. Aplicado em EGU 18. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	EGU 18	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739356/rv04080237_yl6uci.png"""
RV0408.0238	ROLAMENTO DIRECIONAL PALETRANS	405317	ROLAMENTO DIRECIONAL PALETRANS. Aplicado em TE25. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	TE25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739411/rv04080238_r02ljq.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739376/rv04080238n2_prswhn.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739278/rv04080238n1_fn1bw6.jpg"""
RV0408.0260	ROLAMENTO DIRECIONAL PALETRANS	TEKNO M992502	ROLAMENTO DIRECIONAL PALETRANS. Aplicado em TE25 TRANSMISSAO TEKNO. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	TE25 TRANSMISSAO TEKNO	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739424/rv04080260n1_g5ryts.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739291/rv04080260_r9fddn.jpg"""
RV0408.0240	ROLAMENTO DIRECIONAL TOYOTA	231316	ROLAMENTO DIRECIONAL TOYOTA. Aplicado em BT RRE 160. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	BT RRE 160	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739282/rv04080240_uzokom.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739283/rv04080240n1_wm78in.jpg"""
RV0408.0241	ROLAMENTO DIRECIONAL STILL	ST 0163670	ROLAMENTO DIRECIONAL STILL. Aplicado em RX50. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	RX50	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739283/rv04080241_ji6pvo.jpg"""
RV0408.0242	ROLAMENTO DIRECIONAL	1470105 / 580014446	ROLAMENTO DIRECIONAL. Aplicado em PALET. C/ TORRE HYSTER 1.6. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	PALET. C/ TORRE HYSTER 1.6	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739424/rv04080242n1_czpzgf.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739290/rv04080242_k7wc7z.jpg"""
RV0408.0246	ROLAMENTO DIRECIONAL STILL - FMX NG	ST 0029245033	ROLAMENTO DIRECIONAL STILL - FMX NG. Aplicado em FMX NG. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	FMX NG	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739284/rv04080246_xbcsn6.png"""
RV0408.0368	ROLAMENTO DIRECIONAL TOYOTA FBRE18	7603471 / RV0408.0368	ROLAMENTO DIRECIONAL TOYOTA FBRE18. Aplicado em TOYOTA 8FBRE12/14/16S / BT RRE160H / BT RRE160B. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	TOYOTA 8FBRE12/14/16S / BT RRE160H / BT RRE160B	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739291/rv04080368_zrptyu.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739291/rv04080368n1_rfyzw2.jpg"""
RV0408.0846	ROLAMENTO DIRECIONAL STILL-FM/FMX	ST 8424090	ROLAMENTO DIRECIONAL STILL-FM/FMX. Aplicado em FM / FMX. Responsável pela movimentação direcional, oferece precisão e durabilidade em ambientes industriais.	FM / FMX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739292/rv04080846_hkevpj.png"""
RV0401.0004	MOTOR DE PARTIDA NISSAN TB42 6cc - 12V/9 DENTES - 1,4KW	23300-52H00 / HITACHI 5114482 / NI 23300-52H00 / NI 23300-37J00 / NI 23300-K8405 / KOMATSU 4968855 / 9042502580	MOTOR DE PARTIDA NISSAN TB42 6cc - 12V/9 DENTES - 1,4KW. Aplicado em NISSAN F03 / F05, FG40, TCM e KOMATSU FG40 COM MOTOR TB42 / TB45. Indicado para sistemas de partida em empilhadeiras e veículos industriais com alta exigência de desempenho.	NISSAN F03 / F05, FG40, TCM e KOMATSU FG40 COM MOTOR TB42 / TB45	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738786/rv04010004_rjmwbr.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738926/rv04010004n1_vupx6f.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738787/rv04010004n2_kvl7tg.jpg"""
RV0401.0008	MOTOR DE PARTIDA DAEWOO C/ MOTOR HÉRCULES 1600 - 12V/2,7L	DENSO 2280005060 / 2280005061 / DAEWOO 141291 / A213980 / 141096 / CAT 6T7004	MOTOR DE PARTIDA DAEWOO C/ MOTOR HÉRCULES 1600 - 12V/2,7L. Aplicado em DAEWOO C/ MOT HÉRCULES 1600 - 2,7L, DOSAN C/ MOTOR GM 3.0L. Indicado para sistemas de partida em empilhadeiras e veículos industriais com alta exigência de desempenho.	DAEWOO C/ MOT HÉRCULES 1600 - 2,7L, DOSAN C/ MOTOR GM 3.0L	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738788/rv04010008_rqwifa.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738931/rv04010008n1_xccwk6.jpg"""
RV0401.0009	MOTOR DE PARTIDA NISSAN S/ FOCINHO - 12V/9 DENTES - 1.4KW	NI 2330020H00 / 2330020H12 / 23300K9160 / 23330K9160 / 23300W9810 / M1T60081 / M1T60381 / 2330086G11 / 9805753 / F042001022	MOTOR DE PARTIDA NISSAN S/ FOCINHO - 12V/9 DENTES - 1.4KW. Aplicado em BARRET / NISSAN / KALMAR AC / TCM C/ MOT NISSAN A15, H20, H20II, Z24, H25, A15, Z24. Indicado para sistemas de partida em empilhadeiras e veículos industriais com alta exigência de desempenho.	BARRET / NISSAN / KALMAR AC / TCM C/ MOT NISSAN A15, H20, H20II, Z24, H25, A15, Z24	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738792/rv04010009_qfy6sg.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738793/rv04010009n2_hs5amt.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738793/rv04010009n1_ajdg2b.png"""
RV0401.0020	MOTOR DE PARTIDA HANGCHA WANFENG 4Y - 12V/9D - 1,2KW	3708010 / BY490 / 491Q / WF491GP / QDY1253A / 4191Q-3708010A / LE13050116 / QDY1253 / 11905 / 2810072010	MOTOR DE PARTIDA HANGCHA WANFENG 4Y - 12V/9D - 1,2KW. Aplicado em JAC / HANGCHA COM MOTOR WANFENG 4Y. Indicado para sistemas de partida em empilhadeiras e veículos industriais com alta exigência de desempenho.	JAC / HANGCHA COM MOTOR WANFENG 4Y	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738793/rv04010020_fike9w.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738799/rv04010020n1_wnykva.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738939/rv04010020n2_f2xvkf.jpg"""
RV0401.0023	MOTOR DE PARTIDA LINDE - H20 / STILL BR20 12V/9 DENTES - 1.8KW	LI 9710100 / ST 527505 / BOSCH 0001110128 / 068911024 / 0001110136 / 0001110107 / 0001110106 / 0001110067 / 0001110066 / 0001110129 / 0001110137 / 188283	MOTOR DE PARTIDA LINDE - H20 / STILL BR20 12V/9 DENTES - 1.8KW. Aplicado em LINDE H20 / STIL BR20. Indicado para sistemas de partida em empilhadeiras e veículos industriais com alta exigência de desempenho.	LINDE H20 / STIL BR20	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738794/rv04010023_zdxn5s.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738799/rv04010023n1_fjj15v.png"""
RV0401.0024	MOTOR DE PARTIDA H70FT - GM.2.4L 12V/9 DENTES - 1.0KW	HY 1548620 / YA 580044885 / A413593	MOTOR DE PARTIDA H70FT - GM.2.4L 12V/9 DENTES - 1.0KW. Aplicado em H70FT / YALE 70VX. Indicado para sistemas de partida em empilhadeiras e veículos industriais com alta exigência de desempenho.	H70FT / YALE 70VX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738944/rv04010024_mugxnh.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738800/rv04010024n2_xvnkoi.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738800/rv04010024n1_w4pjeu.png"""
RV0401.0031	MOTOR DE PARTIDA 12V/10D - 3KW - ISKRA PERKINS	JUNGHEINRICH DFG-540 MS 289 / MARELLI PERKINS 2873K404 / 2873K621 / CATERPILLAR JCB TRATOR 63280040 / MASSEY FERGUSON MF3680 / MF6270 / MF6280 / MF6290 / MF8140 / MF8150 / MF8160 / MF8240 / MF8250 / MF8260 / MF8280 C / MOTOR PERKINS 1104D / 1106C / 1106D / ATLAS COPCO GERADOR C / MOTOR PERKINS 1004C / 1104C / JCB C / MOTOR PERKINS 1004C / ORIGINAIS 253148 / 312-7539 / 3127539 / 3575202 / 357-5202 / 2873K404 / 2873K621 / 2873K632 / 3575202 / 3586847 / 3784889M2 / 3784890M1 / 3823621M91 / 63280040 / MSN 8040 / 428000-1380 / ISKRA 1195 / 11131780 / AZE4172 / 11132344 / 11132035 / 63280040 / T410874 410874 / 10G0154	MOTOR DE PARTIDA 12V/10D - 3KW - ISKRA PERKINS. Aplicado em *. Indicado para sistemas de partida em empilhadeiras e veículos industriais com alta exigência de desempenho.	*	"[""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738800/rv04010031_lhdnb8.jpg"", ""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738805/rv04010031n1_zhspr6.jpg""]"
